user_id,gender_id,profession_id,country_id,language_id,education_id,created_at
64,1,11,,1,4,"October 16, 2019, 3:51 PM"
65,1,12,,1,3,"October 16, 2019, 4:01 PM"
66,1,9,,1,6,"October 16, 2019, 4:27 PM"
67,1,12,,1,1,"October 16, 2019, 6:04 PM"
68,1,12,,1,4,"October 16, 2019, 6:05 PM"
69,1,11,,1,4,"October 16, 2019, 6:29 PM"
70,1,12,,1,3,"October 16, 2019, 6:53 PM"
71,1,12,,1,3,"October 16, 2019, 7:01 PM"
72,1,4,,1,4,"October 16, 2019, 7:07 PM"
73,1,12,,1,3,"October 16, 2019, 7:08 PM"
74,1,1,,1,5,"October 16, 2019, 8:00 PM"
75,1,9,,1,4,"October 16, 2019, 8:01 PM"
76,1,11,,1,6,"October 16, 2019, 8:07 PM"
77,1,9,,1,3,"October 16, 2019, 8:20 PM"
78,1,12,,1,4,"October 16, 2019, 8:56 PM"
79,1,12,,1,3,"October 16, 2019, 9:12 PM"
80,1,12,,1,1,"October 16, 2019, 9:33 PM"
81,1,7,,1,3,"October 16, 2019, 9:37 PM"
82,3,11,,1,4,"October 16, 2019, 10:31 PM"
83,1,1,,1,1,"October 16, 2019, 11:01 PM"
84,1,6,,1,6,"October 16, 2019, 11:41 PM"
85,1,9,,1,6,"October 17, 2019, 12:05 AM"
86,1,12,,1,3,"October 17, 2019, 12:23 AM"
87,1,12,,1,4,"October 17, 2019, 1:01 AM"
88,1,5,,1,3,"October 17, 2019, 2:08 AM"
89,1,12,,1,3,"October 17, 2019, 2:16 AM"
90,1,9,,1,3,"October 17, 2019, 3:10 AM"
91,1,12,,1,3,"October 17, 2019, 3:25 AM"
92,1,5,,1,3,"October 17, 2019, 3:43 AM"
93,1,5,,1,5,"October 17, 2019, 3:53 AM"
94,1,12,,1,3,"October 17, 2019, 4:11 AM"
95,1,11,,1,4,"October 17, 2019, 4:35 AM"
96,1,11,,1,5,"October 17, 2019, 5:23 AM"
97,4,3,,1,4,"October 17, 2019, 5:35 AM"
98,3,1,,1,4,"October 17, 2019, 7:13 AM"
99,1,3,,1,3,"October 17, 2019, 7:20 AM"
100,1,3,,1,3,"October 17, 2019, 7:30 AM"
101,1,8,,1,3,"October 17, 2019, 7:33 AM"
102,1,3,,1,3,"October 17, 2019, 9:35 AM"
103,1,11,,1,3,"October 17, 2019, 10:13 AM"
104,1,12,,1,3,"October 17, 2019, 11:22 AM"
105,1,11,,1,4,"October 17, 2019, 11:37 AM"
106,1,12,,1,5,"October 17, 2019, 12:19 PM"
107,1,5,,1,3,"October 17, 2019, 12:25 PM"
108,1,12,,1,6,"October 17, 2019, 1:45 PM"
109,1,12,,1,3,"October 17, 2019, 2:49 PM"
110,1,9,,1,6,"October 17, 2019, 2:49 PM"
111,1,11,,1,2,"October 17, 2019, 3:24 PM"
112,4,11,,1,5,"October 17, 2019, 3:26 PM"
113,1,12,,1,1,"October 17, 2019, 3:37 PM"
114,4,1,,1,5,"October 17, 2019, 3:50 PM"
115,1,4,,1,5,"October 17, 2019, 3:55 PM"
116,1,7,,1,4,"October 17, 2019, 4:05 PM"
117,1,8,,1,1,"October 17, 2019, 5:14 PM"
118,1,1,,1,5,"October 17, 2019, 5:33 PM"
119,1,2,,1,3,"October 17, 2019, 6:20 PM"
120,1,11,,1,2,"October 17, 2019, 6:47 PM"
121,1,12,,1,3,"October 17, 2019, 6:51 PM"
122,1,12,,1,3,"October 17, 2019, 6:57 PM"
123,1,6,,1,6,"October 17, 2019, 6:58 PM"
124,1,12,,1,2,"October 17, 2019, 7:39 PM"
125,1,11,,1,3,"October 17, 2019, 8:14 PM"
126,1,6,,1,3,"October 17, 2019, 8:40 PM"
127,1,1,,1,4,"October 17, 2019, 8:41 PM"
128,2,12,,1,2,"October 17, 2019, 9:13 PM"
129,1,11,,1,6,"October 17, 2019, 10:02 PM"
130,1,12,,1,4,"October 17, 2019, 10:42 PM"
131,1,12,,1,5,"October 17, 2019, 11:20 PM"
132,1,12,,1,1,"October 17, 2019, 11:27 PM"
133,1,11,,1,3,"October 17, 2019, 11:43 PM"
134,3,11,,1,4,"October 18, 2019, 12:19 AM"
135,1,12,,1,3,"October 18, 2019, 1:17 AM"
136,1,1,,1,1,"October 18, 2019, 1:20 AM"
137,1,3,,1,6,"October 18, 2019, 1:35 AM"
138,1,1,,1,3,"October 18, 2019, 2:56 AM"
139,1,3,,1,4,"October 18, 2019, 4:04 AM"
140,1,8,,1,4,"October 18, 2019, 4:35 AM"
141,1,11,,1,6,"October 18, 2019, 4:36 AM"
142,4,11,,1,1,"October 18, 2019, 4:49 AM"
143,1,12,,1,3,"October 18, 2019, 5:21 AM"
144,4,11,,1,4,"October 18, 2019, 6:22 AM"
145,1,11,,1,2,"October 18, 2019, 7:16 AM"
146,1,12,,1,3,"October 18, 2019, 10:03 AM"
147,1,12,,1,1,"October 18, 2019, 10:34 AM"
148,1,10,,1,4,"October 18, 2019, 11:24 AM"
149,1,11,,1,3,"October 18, 2019, 12:01 PM"
150,1,7,,1,5,"October 18, 2019, 12:22 PM"
151,1,12,,1,4,"October 18, 2019, 1:12 PM"
152,1,11,,1,3,"October 18, 2019, 1:13 PM"
153,1,11,,1,3,"October 18, 2019, 1:24 PM"
154,1,1,,1,5,"October 18, 2019, 1:59 PM"
155,1,1,,1,4,"October 18, 2019, 2:19 PM"
156,1,8,,1,3,"October 18, 2019, 2:42 PM"
157,1,7,236,1,5,"October 18, 2019, 3:03 PM"
158,1,12,,1,1,"October 18, 2019, 3:14 PM"
159,1,12,,1,4,"October 18, 2019, 3:20 PM"
160,1,7,,1,3,"October 18, 2019, 3:54 PM"
161,1,11,236,1,4,"October 18, 2019, 4:03 PM"
162,1,11,,1,3,"October 18, 2019, 4:07 PM"
163,1,12,,1,3,"October 18, 2019, 4:44 PM"
164,1,10,,1,1,"October 18, 2019, 4:49 PM"
165,1,11,,1,5,"October 18, 2019, 4:55 PM"
166,1,11,,1,2,"October 18, 2019, 5:01 PM"
167,1,8,,1,4,"October 18, 2019, 5:18 PM"
168,1,12,,1,4,"October 18, 2019, 5:27 PM"
169,1,12,,1,3,"October 18, 2019, 5:41 PM"
170,1,3,,1,5,"October 18, 2019, 5:44 PM"
171,1,12,,1,1,"October 18, 2019, 6:19 PM"
172,1,11,,1,4,"October 18, 2019, 6:20 PM"
173,1,3,,1,3,"October 18, 2019, 6:44 PM"
174,1,11,,1,1,"October 18, 2019, 6:47 PM"
175,1,10,,1,3,"October 18, 2019, 7:06 PM"
176,1,12,,1,3,"October 18, 2019, 7:16 PM"
177,1,11,,1,4,"October 18, 2019, 8:04 PM"
178,1,11,,1,3,"October 18, 2019, 8:30 PM"
179,1,7,,1,3,"October 18, 2019, 8:33 PM"
180,1,10,,1,5,"October 18, 2019, 8:52 PM"
181,1,11,,1,4,"October 18, 2019, 8:53 PM"
182,1,11,,1,3,"October 18, 2019, 8:58 PM"
183,1,12,,1,3,"October 18, 2019, 10:07 PM"
184,2,8,,1,3,"October 18, 2019, 10:09 PM"
185,4,12,,1,1,"October 18, 2019, 10:38 PM"
186,1,11,,1,3,"October 18, 2019, 10:45 PM"
187,1,1,,1,1,"October 18, 2019, 10:45 PM"
188,1,12,,1,1,"October 18, 2019, 10:55 PM"
189,1,12,,1,3,"October 18, 2019, 11:34 PM"
190,1,5,,1,3,"October 18, 2019, 11:45 PM"
191,1,11,,1,3,"October 18, 2019, 11:49 PM"
192,1,1,,1,4,"October 18, 2019, 11:50 PM"
193,1,3,,1,4,"October 18, 2019, 11:58 PM"
194,1,12,,1,5,"October 18, 2019, 11:59 PM"
195,1,12,,1,2,"October 19, 2019, 12:14 AM"
196,1,12,,1,3,"October 19, 2019, 1:31 AM"
197,1,11,,1,3,"October 19, 2019, 2:08 AM"
198,1,4,,1,2,"October 19, 2019, 2:09 AM"
199,1,12,,1,1,"October 19, 2019, 2:14 AM"
200,1,12,,1,3,"October 19, 2019, 2:22 AM"
201,1,12,,1,2,"October 19, 2019, 2:36 AM"
202,1,12,,1,2,"October 19, 2019, 2:47 AM"
203,1,11,,1,3,"October 19, 2019, 2:47 AM"
204,1,12,,1,3,"October 19, 2019, 2:51 AM"
205,1,11,,1,4,"October 19, 2019, 2:53 AM"
206,1,5,,1,6,"October 19, 2019, 3:34 AM"
207,1,12,,1,1,"October 19, 2019, 3:41 AM"
208,1,8,236,1,2,"October 19, 2019, 4:07 AM"
209,1,10,,1,5,"October 19, 2019, 4:28 AM"
210,1,12,,1,4,"October 19, 2019, 4:32 AM"
211,1,11,,1,3,"October 19, 2019, 4:49 AM"
212,1,2,,1,4,"October 19, 2019, 4:53 AM"
213,1,12,,1,3,"October 19, 2019, 5:24 AM"
214,1,12,,1,3,"October 19, 2019, 6:05 AM"
215,1,1,,1,1,"October 19, 2019, 7:14 AM"
216,1,12,,1,3,"October 19, 2019, 7:49 AM"
217,1,11,,1,4,"October 19, 2019, 9:19 AM"
218,1,2,40,1,5,"October 19, 2019, 9:32 AM"
219,1,11,,1,4,"October 19, 2019, 10:18 AM"
220,1,7,76,1,2,"October 19, 2019, 10:56 AM"
221,1,12,,1,3,"October 19, 2019, 11:00 AM"
222,1,7,,1,2,"October 19, 2019, 11:05 AM"
223,1,11,,1,3,"October 19, 2019, 11:39 AM"
224,1,7,,1,5,"October 19, 2019, 1:07 PM"
225,1,4,,1,5,"October 19, 2019, 1:17 PM"
226,1,12,,1,2,"October 19, 2019, 1:51 PM"
227,4,3,,1,3,"October 19, 2019, 2:29 PM"
228,4,3,,1,4,"October 19, 2019, 2:38 PM"
229,1,12,,1,3,"October 19, 2019, 2:49 PM"
230,1,3,,1,4,"October 19, 2019, 3:09 PM"
231,4,5,,1,6,"October 19, 2019, 3:14 PM"
232,1,11,,1,3,"October 19, 2019, 3:23 PM"
233,1,2,,1,3,"October 19, 2019, 3:28 PM"
234,1,2,,1,3,"October 19, 2019, 3:31 PM"
235,1,11,,1,4,"October 19, 2019, 4:50 PM"
236,1,8,,1,3,"October 19, 2019, 5:02 PM"
237,2,7,,1,4,"October 19, 2019, 5:19 PM"
238,1,11,110,1,3,"October 19, 2019, 6:08 PM"
239,1,11,,1,5,"October 19, 2019, 6:24 PM"
240,1,9,,1,3,"October 19, 2019, 6:45 PM"
241,1,12,,1,3,"October 19, 2019, 7:07 PM"
242,1,11,,1,4,"October 19, 2019, 7:16 PM"
243,1,12,,1,1,"October 19, 2019, 7:27 PM"
244,1,12,235,1,3,"October 19, 2019, 7:31 PM"
245,3,12,,1,1,"October 19, 2019, 7:43 PM"
246,1,7,,1,6,"October 19, 2019, 8:12 PM"
247,1,12,,1,3,"October 19, 2019, 8:16 PM"
248,1,12,,1,3,"October 19, 2019, 8:26 PM"
249,1,6,,1,6,"October 19, 2019, 8:32 PM"
250,1,3,,1,1,"October 19, 2019, 9:15 PM"
251,1,10,,1,4,"October 19, 2019, 9:36 PM"
252,1,12,,1,3,"October 19, 2019, 9:41 PM"
253,1,2,,1,4,"October 19, 2019, 9:51 PM"
254,1,3,,1,4,"October 19, 2019, 10:00 PM"
255,1,11,,1,5,"October 19, 2019, 10:06 PM"
256,1,12,,1,4,"October 19, 2019, 10:20 PM"
257,1,3,235,1,5,"October 19, 2019, 10:33 PM"
258,1,12,,1,1,"October 19, 2019, 10:36 PM"
259,1,1,,1,4,"October 19, 2019, 10:58 PM"
260,1,1,,1,3,"October 19, 2019, 11:04 PM"
261,1,1,,1,1,"October 19, 2019, 11:39 PM"
262,3,11,,1,4,"October 20, 2019, 12:00 AM"
263,1,12,,1,2,"October 20, 2019, 12:07 AM"
264,1,12,,1,3,"October 20, 2019, 12:10 AM"
265,1,12,,1,3,"October 20, 2019, 12:15 AM"
266,1,12,,1,3,"October 20, 2019, 2:06 AM"
267,1,4,,1,5,"October 20, 2019, 2:08 AM"
268,1,5,,1,3,"October 20, 2019, 2:23 AM"
269,1,2,,1,3,"October 20, 2019, 2:34 AM"
270,1,11,,1,4,"October 20, 2019, 2:56 AM"
271,1,12,,1,4,"October 20, 2019, 3:33 AM"
272,1,5,,1,3,"October 20, 2019, 3:34 AM"
273,4,11,,1,4,"October 20, 2019, 3:50 AM"
274,1,3,,1,3,"October 20, 2019, 3:53 AM"
275,1,7,,1,3,"October 20, 2019, 5:51 AM"
276,1,12,,1,4,"October 20, 2019, 5:55 AM"
277,1,12,,1,3,"October 20, 2019, 6:18 AM"
278,1,12,,1,3,"October 20, 2019, 6:27 AM"
279,1,11,,1,5,"October 20, 2019, 7:07 AM"
280,1,10,,1,4,"October 20, 2019, 7:50 AM"
281,1,3,,1,3,"October 20, 2019, 7:54 AM"
282,4,11,,1,4,"October 20, 2019, 8:02 AM"
283,1,9,,1,5,"October 20, 2019, 9:00 AM"
284,3,11,,1,4,"October 20, 2019, 11:57 AM"
285,1,3,,1,4,"October 20, 2019, 12:40 PM"
286,1,3,,1,3,"October 20, 2019, 12:43 PM"
287,1,12,,1,3,"October 20, 2019, 1:18 PM"
288,1,3,,1,1,"October 20, 2019, 2:22 PM"
289,1,12,,1,3,"October 20, 2019, 2:41 PM"
290,1,8,,1,6,"October 20, 2019, 3:24 PM"
291,1,12,,1,3,"October 20, 2019, 3:45 PM"
292,1,12,,1,3,"October 20, 2019, 3:56 PM"
293,1,3,,1,2,"October 20, 2019, 3:56 PM"
294,1,2,,1,4,"October 20, 2019, 4:08 PM"
295,1,3,,1,3,"October 20, 2019, 4:21 PM"
296,1,12,,1,3,"October 20, 2019, 4:23 PM"
297,1,11,,1,2,"October 20, 2019, 4:35 PM"
298,1,12,,1,3,"October 20, 2019, 4:37 PM"
299,1,10,,1,4,"October 20, 2019, 4:39 PM"
300,2,11,,1,1,"October 20, 2019, 4:56 PM"
301,1,12,,1,5,"October 20, 2019, 5:02 PM"
302,1,3,,1,4,"October 20, 2019, 5:22 PM"
303,1,2,,1,6,"October 20, 2019, 5:44 PM"
304,1,12,,1,3,"October 20, 2019, 5:59 PM"
305,1,12,,1,4,"October 20, 2019, 6:04 PM"
306,1,8,,1,2,"October 20, 2019, 6:25 PM"
307,1,2,,1,1,"October 20, 2019, 6:32 PM"
308,1,11,,1,3,"October 20, 2019, 6:49 PM"
309,1,12,,1,3,"October 20, 2019, 6:53 PM"
310,1,12,,1,2,"October 20, 2019, 7:14 PM"
311,1,11,,1,3,"October 20, 2019, 7:15 PM"
312,3,1,,1,5,"October 20, 2019, 7:18 PM"
313,1,12,110,1,2,"October 20, 2019, 7:32 PM"
314,1,11,,1,3,"October 20, 2019, 7:40 PM"
315,1,12,,1,3,"October 20, 2019, 8:10 PM"
316,4,12,,1,4,"October 20, 2019, 8:23 PM"
317,1,11,,1,1,"October 20, 2019, 8:31 PM"
318,2,12,,1,5,"October 20, 2019, 9:24 PM"
319,1,12,,1,4,"October 20, 2019, 9:34 PM"
320,2,3,,1,4,"October 20, 2019, 10:30 PM"
321,1,9,,1,3,"October 20, 2019, 10:37 PM"
322,1,12,,1,4,"October 20, 2019, 10:59 PM"
323,1,3,,1,3,"October 20, 2019, 11:04 PM"
324,1,11,,1,1,"October 20, 2019, 11:06 PM"
325,1,12,,1,3,"October 20, 2019, 11:32 PM"
326,1,12,,1,3,"October 20, 2019, 11:46 PM"
327,1,11,,1,4,"October 20, 2019, 11:51 PM"
328,1,8,,1,4,"October 21, 2019, 12:46 AM"
329,1,7,,1,4,"October 21, 2019, 12:55 AM"
330,4,6,,1,5,"October 21, 2019, 1:32 AM"
331,1,12,,1,1,"October 21, 2019, 2:35 AM"
332,1,11,,1,4,"October 21, 2019, 3:57 AM"
333,1,7,,1,3,"October 21, 2019, 6:06 AM"
334,1,11,,1,5,"October 21, 2019, 7:17 AM"
335,2,12,,1,3,"October 21, 2019, 8:06 AM"
336,1,11,,1,3,"October 21, 2019, 10:40 AM"
337,1,12,,1,1,"October 21, 2019, 11:22 AM"
338,1,12,,1,4,"October 21, 2019, 11:56 AM"
339,1,5,,1,4,"October 21, 2019, 1:10 PM"
340,1,7,,1,3,"October 21, 2019, 1:42 PM"
341,1,12,,1,3,"October 21, 2019, 2:18 PM"
342,1,11,,1,4,"October 21, 2019, 2:59 PM"
343,1,3,,1,4,"October 21, 2019, 3:01 PM"
344,1,12,,1,4,"October 21, 2019, 3:15 PM"
345,1,12,,1,5,"October 21, 2019, 3:36 PM"
346,1,2,,1,3,"October 21, 2019, 3:37 PM"
347,1,6,177,1,5,"October 21, 2019, 4:20 PM"
348,4,12,,1,1,"October 21, 2019, 5:27 PM"
349,1,3,61,1,4,"October 21, 2019, 5:29 PM"
350,1,12,,1,3,"October 21, 2019, 5:31 PM"
351,1,3,,1,3,"October 21, 2019, 5:45 PM"
352,1,3,,1,4,"October 21, 2019, 5:49 PM"
353,1,1,,1,3,"October 21, 2019, 6:21 PM"
354,1,6,,1,4,"October 21, 2019, 6:52 PM"
355,1,1,,1,5,"October 21, 2019, 6:55 PM"
356,1,11,,1,4,"October 21, 2019, 7:14 PM"
357,1,12,,1,3,"October 21, 2019, 7:38 PM"
358,1,7,,1,3,"October 21, 2019, 7:41 PM"
359,1,11,,1,3,"October 21, 2019, 7:51 PM"
360,1,1,,1,2,"October 21, 2019, 8:55 PM"
361,1,7,,1,4,"October 21, 2019, 9:08 PM"
362,1,11,,1,1,"October 21, 2019, 9:17 PM"
363,1,9,,1,3,"October 21, 2019, 9:25 PM"
364,1,12,,1,3,"October 21, 2019, 10:23 PM"
365,1,12,,1,3,"October 21, 2019, 10:40 PM"
366,1,12,,1,1,"October 21, 2019, 10:55 PM"
367,1,12,,1,3,"October 21, 2019, 11:06 PM"
368,1,9,,1,3,"October 21, 2019, 11:08 PM"
369,1,11,,1,3,"October 22, 2019, 12:12 AM"
370,2,12,,1,2,"October 22, 2019, 12:38 AM"
371,1,11,,1,4,"October 22, 2019, 1:02 AM"
372,1,8,,1,4,"October 22, 2019, 1:04 AM"
373,1,7,,1,3,"October 22, 2019, 2:12 AM"
374,1,3,,1,3,"October 22, 2019, 2:45 AM"
375,1,12,,1,3,"October 22, 2019, 2:55 AM"
376,1,11,,1,3,"October 22, 2019, 3:05 AM"
377,1,11,,1,4,"October 22, 2019, 3:21 AM"
378,1,8,,1,3,"October 22, 2019, 3:31 AM"
379,1,1,,1,3,"October 22, 2019, 3:50 AM"
380,1,4,,1,5,"October 22, 2019, 5:59 AM"
381,1,12,,1,4,"October 22, 2019, 6:45 AM"
382,1,12,,1,1,"October 22, 2019, 9:13 AM"
383,1,8,,1,3,"October 22, 2019, 10:17 AM"
384,1,12,,1,3,"October 22, 2019, 10:32 AM"
385,1,2,,1,3,"October 22, 2019, 10:39 AM"
386,1,2,,1,3,"October 22, 2019, 10:41 AM"
387,1,5,,1,4,"October 22, 2019, 11:47 AM"
388,1,3,,1,1,"October 22, 2019, 12:39 PM"
389,1,11,,1,1,"October 22, 2019, 1:20 PM"
390,1,12,,1,3,"October 22, 2019, 5:20 PM"
391,1,12,,1,5,"October 22, 2019, 5:41 PM"
392,2,5,,1,4,"October 22, 2019, 5:56 PM"
393,1,4,,1,3,"October 22, 2019, 6:37 PM"
394,1,10,,1,5,"October 22, 2019, 6:43 PM"
395,1,12,,1,3,"October 22, 2019, 6:50 PM"
396,1,11,,1,5,"October 22, 2019, 7:23 PM"
397,1,12,,1,4,"October 22, 2019, 7:48 PM"
398,1,12,,1,3,"October 22, 2019, 9:12 PM"
399,1,12,,1,3,"October 22, 2019, 11:11 PM"
400,1,12,,1,3,"October 22, 2019, 11:32 PM"
401,1,11,,1,2,"October 22, 2019, 11:43 PM"
402,1,11,,1,4,"October 23, 2019, 12:02 AM"
403,1,12,,1,2,"October 23, 2019, 12:07 AM"
404,1,12,,1,1,"October 23, 2019, 1:12 AM"
405,4,11,,1,6,"October 23, 2019, 2:02 AM"
406,1,12,,1,1,"October 23, 2019, 2:15 AM"
407,1,1,,1,1,"October 23, 2019, 2:42 AM"
408,1,6,,1,4,"October 23, 2019, 4:54 AM"
409,1,1,,1,4,"October 23, 2019, 5:37 AM"
410,1,3,,1,4,"October 23, 2019, 6:08 AM"
411,1,5,,1,3,"October 23, 2019, 8:40 AM"
412,1,4,,1,1,"October 23, 2019, 12:42 PM"
413,1,12,,1,3,"October 23, 2019, 1:51 PM"
414,1,5,,1,4,"October 23, 2019, 2:14 PM"
415,1,2,,1,4,"October 23, 2019, 2:38 PM"
416,1,12,,1,3,"October 23, 2019, 3:17 PM"
417,1,11,,1,5,"October 23, 2019, 4:28 PM"
418,1,12,,1,4,"October 23, 2019, 4:55 PM"
419,1,10,,1,5,"October 23, 2019, 5:20 PM"
420,1,11,,1,2,"October 23, 2019, 6:31 PM"
421,1,3,,1,3,"October 23, 2019, 7:16 PM"
422,4,12,,1,3,"October 23, 2019, 7:27 PM"
423,1,11,,1,3,"October 23, 2019, 8:01 PM"
424,4,11,,1,4,"October 23, 2019, 9:42 PM"
425,1,8,,1,3,"October 23, 2019, 10:39 PM"
426,1,11,,1,4,"October 23, 2019, 11:06 PM"
427,1,12,,1,3,"October 24, 2019, 12:53 AM"
428,4,3,,1,1,"October 24, 2019, 1:40 AM"
429,1,12,,1,4,"October 24, 2019, 1:53 AM"
430,1,12,,1,3,"October 24, 2019, 2:31 AM"
431,1,1,,1,2,"October 24, 2019, 3:55 AM"
432,1,3,,1,4,"October 24, 2019, 5:51 AM"
433,1,3,,1,4,"October 24, 2019, 8:00 AM"
434,1,7,,1,3,"October 24, 2019, 8:30 AM"
435,2,12,,1,3,"October 24, 2019, 12:28 PM"
436,1,12,,1,4,"October 24, 2019, 12:32 PM"
437,1,12,,1,3,"October 24, 2019, 12:37 PM"
438,1,12,,1,3,"October 24, 2019, 12:38 PM"
439,1,12,,1,4,"October 24, 2019, 1:14 PM"
440,1,11,,1,4,"October 24, 2019, 4:31 PM"
441,1,3,,1,4,"October 24, 2019, 6:32 PM"
442,1,8,,1,1,"October 24, 2019, 7:15 PM"
443,1,11,,1,1,"October 24, 2019, 9:14 PM"
444,1,12,,1,4,"October 24, 2019, 11:08 PM"
445,1,11,,1,4,"October 24, 2019, 11:37 PM"
446,1,1,,1,1,"October 24, 2019, 11:38 PM"
447,1,11,,1,1,"October 25, 2019, 12:10 AM"
448,1,12,,1,3,"October 25, 2019, 12:30 AM"
449,1,7,,1,2,"October 25, 2019, 2:08 AM"
450,1,1,,1,3,"October 25, 2019, 3:34 AM"
451,1,8,,1,4,"October 25, 2019, 8:48 AM"
452,1,7,,1,4,"October 25, 2019, 10:18 AM"
453,2,8,178,1,5,"October 25, 2019, 10:51 AM"
454,1,12,,1,3,"October 25, 2019, 11:31 AM"
455,1,12,,1,3,"October 25, 2019, 12:32 PM"
456,4,8,,1,5,"October 25, 2019, 12:42 PM"
457,4,9,,1,1,"October 25, 2019, 12:50 PM"
458,2,2,,1,5,"October 25, 2019, 3:38 PM"
459,3,1,,1,4,"October 25, 2019, 3:56 PM"
460,1,5,,1,5,"October 25, 2019, 5:23 PM"
461,1,11,,1,1,"October 25, 2019, 6:06 PM"
462,1,5,,1,4,"October 25, 2019, 6:21 PM"
463,1,1,,1,3,"October 25, 2019, 7:18 PM"
464,3,11,,1,5,"October 25, 2019, 7:35 PM"
465,1,10,,1,5,"October 25, 2019, 7:55 PM"
466,1,12,,1,1,"October 25, 2019, 8:15 PM"
467,4,3,,1,3,"October 25, 2019, 9:01 PM"
468,1,12,,1,3,"October 25, 2019, 9:42 PM"
469,1,11,,1,3,"October 25, 2019, 11:42 PM"
470,1,12,,1,3,"October 26, 2019, 12:17 AM"
471,1,10,14,1,6,"October 26, 2019, 12:42 AM"
472,1,12,,1,2,"October 26, 2019, 12:55 AM"
473,4,8,,1,1,"October 26, 2019, 2:17 AM"
474,1,3,,1,3,"October 26, 2019, 2:26 AM"
475,1,3,,1,5,"October 26, 2019, 4:48 AM"
476,1,11,,1,4,"October 26, 2019, 5:58 AM"
477,1,1,,1,5,"October 26, 2019, 8:28 AM"
478,1,1,,1,1,"October 26, 2019, 8:53 AM"
479,1,5,,1,5,"October 26, 2019, 9:12 AM"
480,1,12,,1,3,"October 26, 2019, 9:29 AM"
